gene_accession_id,MGI:1913761
gene_symbol,Chtop
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_004_001
pvalue,0.5800781
parameter_name,Hematocrit
analysis_id,09f1ren40713hbx
