gene_accession_id,MGI:1919369
gene_symbol,Tpx2
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_077_001
pvalue,0.4136491
parameter_name,Effector Treg cells - % of CD45+
analysis_id,1b3si9j9qg5ko9x
