gene_accession_id,MGI:2654325
gene_symbol,Gba2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_076_001
pvalue,0.3946984
parameter_name,Naive CD8+ T cells - % of CD45+
analysis_id,10106x000bqczem
