gene_accession_id,MGI:1914199
pvalue,0.9211662
parameter_name,Total holepokes
analysis_id,1dlbx9a90b7pvqm
gene_symbol,Trim59
mouse_strain,C57BL
parameter_id,JAX_HBD_001_001
mouse_life_stage,E18.5
