gene_accession_id,MGI:2387617
gene_symbol,Obp2a
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_030_001
pvalue,0.3816427
parameter_name,Neutrophil cell count
analysis_id,0091w838456o5cx
