gene_accession_id,MGI:1350930
gene_symbol,Srp9
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_XRY_062_001
pvalue,0.8579555
parameter_name,Polysyndactylism
analysis_id,07689f1i652bn1m
