gene_accession_id,MGI:1913761
gene_symbol,Chtop
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_026_001
pvalue,0.2267601
parameter_name,Retinal Blood Vessels Pattern
analysis_id,29j8xa51kj3104a
