gene_accession_id,MGI:1919471
parameter_name,CD4+ T helper cells - % of CD4+
mouse_life_stage,Early adult
analysis_id,04ot9ig441lo27x
pvalue,0.730254
gene_symbol,Cimip1
mouse_strain,C57BL
parameter_id,MGP_IMM_005_001
