gene_accession_id,MGI:2654325
gene_symbol,Gba2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_005_001_003
pvalue,0.5009744
parameter_name,Lean Mass
analysis_id,284tov28geqv8ua
