gene_accession_id,MGI:1921735
gene_symbol,Lrrc71
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_050_001
pvalue,0.845315
parameter_name,Percentage center movement time
analysis_id,073e382r7c7xd5m
