gene_accession_id,MGI:2444631
gene_symbol,Bltp1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CSD_007_001
pvalue,0.688659
parameter_name,Coat - color - abdomen
analysis_id,0o26sx4qi4a7hha
