gene_accession_id,MGI:1918066
gene_symbol,Rpusd2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_009_001
pvalue,0.8335299
parameter_name,Calcium
analysis_id,0a9mwqcyk0suvfm
