gene_accession_id,MGI:1924933
gene_symbol,Ehmt1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_006
pvalue,0.5684209
parameter_name,Mean-corpuscular-haemoglobin
analysis_id,1cdx3el8ox6834m
