gene_accession_id,MGI:2445096
gene_symbol,Dhtkd1
parameter_name,Unexpected behaviors
analysis_id,11dry37gbil902a
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6807993
parameter_id,IMPC_CSD_037_001
