gene_accession_id,MGI:1917120
gene_symbol,Polr3gl
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_DXA_006_001
pvalue,0.7519874
parameter_name,Body length
analysis_id,1r5b5p1bg63ji5a
