gene_accession_id,MGI:1890510
gene_symbol,Atp6v0b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_009_001
pvalue,1.34313e-09
parameter_name,Fat/Body weight
analysis_id,022gc237ebj202a
