gene_accession_id,MGI:2384297
gene_symbol,Map7d1
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_015_001
pvalue,0.638482
parameter_name,Total cholesterol
analysis_id,15j5pvrjk3io1xa
