gene_accession_id,MGI:2444508
gene_symbol,Fitm2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_IMM_004_002
pvalue,0.6510462
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
analysis_id,01y1t29rne9942m
