gene_accession_id,MGI:95777
gene_symbol,Gnas
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_026_001
pvalue,0.8581016
parameter_name,Head morphology
analysis_id,2a634x110346swa
