gene_accession_id,MGI:1337072
gene_symbol,Ier5
mouse_strain,C57BL
parameter_id,M-G-P_026_001_003
mouse_life_stage,Early adult
pvalue,0.9278199
analysis_id,00zzl5n354nxqlx
parameter_name,Coat intact
