gene_accession_id,MGI:1918398
gene_symbol,Mier1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,CCP_LDT_008_001
pvalue,0.13155
parameter_name,Percent time in light
analysis_id,03qe9prx526ua3a
