gene_accession_id,MGI:1922387
gene_symbol,Rprd2
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_MLN_080_001
pvalue,0.2399648
parameter_name,Effector gd cells - % of CD45+
analysis_id,2ic53n283weuv3a
