gene_accession_id,MGI:1916330
gene_symbol,Gmppa
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_012_001
pvalue,0.2877018
parameter_name,LVPWs
analysis_id,067x1l1iyk6617x
