"parameter_id","group_id"
"IMPC_CSD_070_001",8
"IMPC_CSD_072_001",1
"IMPC_CSD_072_001",7
"IMPC_CSD_073_001",7
"IMPC_CSD_074_001",7
"IMPC_CSD_075_001",7
"IMPC_CSD_076_001",7
"IMPC_CSD_081_001",11
"IMPC_CSD_085_001",2
"IMPC_CSD_086_001",1
"IMPC_CSD_086_001",7
"IMPC_CSD_040_002",1
"IMPC_CSD_040_002",7
"IMPC_CSD_041_002",1
"IMPC_CSD_041_002",7
"IMPC_CSD_042_002",7
"IMPC_CSD_043_002",7
"IMPC_CSD_044_002",7
"IMPC_CSD_045_002",7
"IMPC_CSD_048_002",7
"IMPC_CSD_049_002",7
"IMPC_CSD_050_002",7
"IMPC_CSD_051_002",7
"IMPC_CSD_053_002",1
"IMPC_CSD_053_002",7
"IMPC_CSD_052_002",1
"IMPC_CSD_052_002",7
"IMPC_CSD_054_002",7
"IMPC_CSD_055_002",7
"IMPC_EXD_003_002",11
"IMPC_EXD_133_001",1
"IMPC_EXD_133_001",11
"IMPC_EXD_006_001",11
"IMPC_EXD_007_001",8
"IMPC_EXD_007_001",11
"IMPC_EXD_008_001",11
"IMPC_EXD_009_001",11
"IMPC_EXD_012_002",11
"IMPC_EXD_014_001",4
"IMPC_EXD_098_002",4
"IMPC_EXD_127_001",4
"IMPC_EXD_129_001",4
"IMPC_EXD_129_001",11
"IMPC_EXD_130_001",4
"IMPC_EXD_130_001",11
"IMPC_EXD_131_001",4
"IMPC_EXD_135_001",11
"IMPC_EXD_136_001",11
"IMPC_EXD_015_001",4
"IMPC_EXD_015_001",11
"IMPC_HEM_001_001",4
"IMPC_HEM_002_001",4
"IMPC_HEM_005_001",1
"IMPC_HEM_009_001",11
"IMPC_HEM_010_001",11
"IMPC_HEM_011_001",11
"IMPC_HEM_012_001",4
"IMPC_HEM_013_001",4
"IMPC_HEM_013_001",11
"IMPC_HEM_018_001",11
"IMPC_HEM_020_001",4
"IMPC_HEM_020_001",11
"IMPC_HEM_021_001",4
"IMPC_HEM_024_001",4
"IMPC_HEM_024_001",11
"IMPC_HEM_025_001",4
"IMPC_HEM_026_001",4
"IMPC_HEM_015_001",4
"IMPC_HEM_017_001",4
"IMPC_HEM_017_001",11
"IMPC_HEM_019_001",1
"IMPC_HEM_027_001",4
"IMPC_HEM_027_001",11
"IMPC_HEM_037_001",11
"IMPC_HEM_038_001",11
"IMPC_HEM_041_001",11
"IMPC_HEM_042_001",11
"IMPC_EXD_001_001",1
"IMPC_EXD_001_001",11
"IMPC_EXD_011_001",11
"IMPC_EXD_012_001",11
"IMPC_EXD_016_001",1
"IMPC_EXD_022_001",8
"IMPC_EXD_023_001",8
"IMPC_EXD_025_001",2
"IMPC_EXD_033_001",6
"IMPC_EXD_036_001",1
"IMPC_EXD_036_001",4
"IMPC_EXD_036_001",8
"IMPC_EXD_040_001",4
"IMPC_EXD_045_001",9
"IMPC_EXD_046_001",9
"IMPC_EXD_047_001",1
"IMPC_EXD_048_001",1
"IMPC_EXD_048_001",4
"IMPC_EXD_048_001",8
"IMPC_EXD_053_001",8
"IMPC_EXD_061_001",4
"IMPC_EXD_065_001",6
"IMPC_EXD_066_001",9
"IMPC_EXD_069_001",1
"IMPC_EXD_076_001",8
"IMPC_EXD_077_001",8
"IMPC_EXD_079_001",2
"IMPC_EXD_087_001",1
"IMPC_EXD_087_001",4
"IMPC_EXD_087_001",8
"IMPC_EXD_090_001",4
"IMPC_EXD_093_001",6
"IMPC_EXD_094_001",9
"IMPC_EXD_095_001",9
"IMPC_EXD_099_001",1
"IMPC_EXD_105_001",8
"IMPC_EXD_106_001",8
"IMPC_EXD_108_001",2
"IMPC_EXD_115_001",1
"IMPC_EXD_115_001",4
"IMPC_EXD_115_001",8
"IMPC_EXD_119_001",4
"IMPC_EXD_122_001",6
"IMPC_EXD_123_001",9
"IMPC_EXD_125_001",8
"IMPC_VIA_035_001",11
"IMPC_VIA_036_001",11
"IMPC_VIA_037_001",11
"IMPC_VIA_038_001",11
"IMPC_VIA_039_001",11
"IMPC_VIA_059_001",9
"IMPC_VIA_060_001",9
"IMPC_VIA_026_001",8
"IMPC_VIA_030_001",11
"IMPC_VIA_068_001",9
"IMPC_DXA_001_001",1
"IMPC_DXA_002_001",1
"IMPC_DXA_003_001",1
"IMPC_DXA_004_001",1
"IMPC_DXA_005_001",1
"IMPC_DXA_006_001",1
"IMPC_DXA_006_001",7
"IMPC_DXA_007_001",1
"IMPC_DXA_008_001",1
"IMPC_DXA_009_001",1
"IMPC_DXA_010_001",1
"IMPC_DXA_011_001",11
"IMPC_DXA_012_001",11
"IMPC_DXA_013_001",11
"IMPC_DXA_016_001",11
"IMPC_DXA_017_001",4
"IMPC_OWT_001_001",1
"IMPC_OWT_002_001",1
"IMPC_OWT_003_001",1
"IMPC_OWT_003_001",11
"IMPC_OWT_004_001",1
"IMPC_OWT_004_001",11
"IMPC_OWT_005_001",1
"IMPC_OWT_005_001",11
"IMPC_OWT_007_001",1
"IMPC_OWT_008_001",1
"IMPC_OWT_009_001",1
"IMPC_OWT_009_001",11
"IMPC_OWT_010_001",1
"IMPC_OWT_010_001",11
"IMPC_OWT_012_001",1
"IMPC_OWT_012_001",11
"IMPC_OWT_013_001",1
"IMPC_OWT_014_001",11
"IMPC_OWT_016_001",11
"IMPC_OWT_017_001",11
"IMPC_OWT_018_001",4
"IMPC_OWT_019_001",11
"IMPC_OWT_020_001",11
"IMPC_OWT_021_001",1
"IMPC_OWT_021_001",9
"IMPC_OWT_022_001",1
"IMPC_OWT_022_001",9
"IMPC_OWT_023_001",1
"IMPC_OWT_024_001",1
"IMPC_OWT_024_001",3
"IMPC_OWT_025_001",1
"IMPC_OWT_026_001",1
"IMPC_OWT_026_001",9
"IMPC_OWT_027_001",1
"IMPC_OWT_027_001",9
"IMPC_OWT_028_001",1
"IMPC_OWT_029_001",1
"IMPC_OWT_029_001",3
"IMPC_OWT_030_001",1
"IMPC_OWT_031_001",1
"IMPC_XRY_001_001",7
"IMPC_XRY_002_001",1
"IMPC_XRY_010_001",7
"IMPC_XRY_018_001",7
"IMPC_XRY_032_001",2
"IMPC_XRY_033_001",1
"IMPC_XRY_033_001",7
"IMPC_XRY_034_001",2
"IMPC_XRY_036_001",11
"IMPC_XRY_037_001",11
"IMPC_XRY_038_001",11
"IMPC_XRY_039_001",10
"IMPC_XRY_041_001",2
"IMPC_XRY_041_001",11
"IMPC_XRY_042_001",11
"IMPC_XRY_044_001",2
"IMPC_XRY_044_001",11
"IMPC_XRY_045_001",2
"IMPC_XRY_045_001",11
"IMPC_XRY_046_001",2
"IMPC_XRY_046_001",11
"IMPC_XRY_047_001",4
"IMPC_XRY_048_001",2
"IMPC_XRY_049_001",2
"IMPC_XRY_050_001",2
"IMPC_XRY_051_001",2
"IMPC_XRY_052_001",2
"IMPC_XRY_053_001",2
"IMPC_XRY_053_001",4
"IMPC_XRY_055_001",7
"IMPC_XRY_059_001",7
"IMPC_XRY_069_001",7
"IMPC_XRY_070_001",7
"IMPC_XRY_071_001",7
"IMPC_XRY_072_001",7
"IMPC_XRY_073_001",7
"IMPC_XRY_074_001",7
"IMPC_GPL_001_001",7
"IMPC_GPL_002_001",7
"IMPC_GPL_004_001",1
"IMPC_GPL_004_001",7
"IMPC_GPL_005_001",7
"IMPC_GPL_006_001",2
"IMPC_GPL_007_001",2
"IMPC_GPL_008_001",11
"IMPC_GPL_009_001",11
"IMPC_GPL_010_001",11
"IMPC_GPL_011_001",11
"IMPC_GPL_017_001",4
"IMPC_HIS_001_001",3
"IMPC_HIS_002_001",3
"IMPC_HIS_003_001",3
"IMPC_HIS_004_001",3
"IMPC_HIS_005_001",3
"IMPC_HIS_006_001",3
"IMPC_HIS_007_001",3
"IMPC_HIS_007_001",5
"IMPC_HIS_008_001",5
"IMPC_HIS_009_001",3
"IMPC_HIS_009_001",5
"IMPC_HIS_010_001",5
"IMPC_HIS_011_001",5
"IMPC_HIS_012_001",5
"IMPC_HIS_013_001",3
"IMPC_HIS_014_001",3
"IMPC_HIS_015_001",3
"IMPC_HIS_016_001",3
"IMPC_HIS_017_001",3
"IMPC_HIS_018_001",3
"IMPC_HIS_025_001",11
"IMPC_HIS_026_001",11
"IMPC_HIS_027_001",11
"IMPC_HIS_028_001",11
"IMPC_HIS_029_001",11
"IMPC_HIS_030_001",11
"IMPC_HIS_031_001",4
"IMPC_HIS_031_001",8
"IMPC_HIS_032_001",4
"IMPC_HIS_032_001",8
"IMPC_HIS_033_001",4
"IMPC_HIS_033_001",8
"IMPC_HIS_034_001",4
"IMPC_HIS_034_001",8
"IMPC_HIS_035_001",4
"IMPC_HIS_035_001",8
"IMPC_HIS_036_001",4
"IMPC_HIS_036_001",8
"IMPC_HIS_043_001",11
"IMPC_HIS_044_001",11
"IMPC_HIS_045_001",11
"IMPC_HIS_046_001",11
"IMPC_HIS_047_001",11
"IMPC_HIS_048_001",11
"IMPC_HIS_097_001",11
"IMPC_HIS_098_001",11
"IMPC_HIS_099_001",11
"IMPC_HIS_100_001",11
"IMPC_HIS_101_001",11
"IMPC_HIS_102_001",11
"IMPC_HIS_127_001",1
"IMPC_HIS_128_001",1
"IMPC_HIS_129_001",1
"IMPC_HIS_130_001",1
"IMPC_HIS_131_001",1
"IMPC_HIS_132_001",1
"IMPC_HIS_140_001",9
"IMPC_HIS_142_001",9
"IMPC_HIS_143_001",9
"IMPC_HIS_144_001",9
"IMPC_HIS_145_001",11
"IMPC_HIS_146_001",11
"IMPC_HIS_147_001",11
"IMPC_HIS_148_001",11
"IMPC_HIS_149_001",11
"IMPC_HIS_150_001",11
"IMPC_HIS_163_001",9
"IMPC_HIS_164_001",9
"IMPC_HIS_165_001",9
"IMPC_HIS_166_001",9
"IMPC_HIS_167_001",9
"IMPC_HIS_168_001",9
"IMPC_HIS_177_001",2
"IMPC_HIS_208_001",11
"IMPC_HIS_230_001",1
"IMPC_HIS_231_001",1
"IMPC_HIS_232_001",1
"IMPC_HIS_233_001",1
"IMPC_HIS_234_001",1
"IMPC_HIS_235_001",1
"IMPC_HIS_236_001",1
"IMPC_HIS_237_001",1
"IMPC_HIS_238_001",1
"IMPC_HIS_239_001",1
"IMPC_HIS_240_001",1
"IMPC_HIS_241_001",1
"IMPC_HIS_242_001",1
"IMPC_HIS_243_001",1
"IMPC_HIS_258_001",3
"IMPC_HIS_259_001",3
"IMPC_HIS_260_001",3
"IMPC_HIS_261_001",3
"IMPC_HIS_262_001",3
"IMPC_HIS_263_001",3
"IMPC_HIS_264_001",3
"IMPC_HIS_272_001",8
"IMPC_HIS_273_001",8
"IMPC_HIS_274_001",8
"IMPC_HIS_275_001",8
"IMPC_HIS_276_001",8
"IMPC_HIS_277_001",8
"IMPC_HIS_278_001",8
"IMPC_HIS_293_001",3
"IMPC_HIS_294_001",3
"IMPC_HIS_295_001",3
"IMPC_HIS_296_001",3
"IMPC_HIS_297_001",3
"IMPC_HIS_298_001",3
"IMPC_HIS_299_001",3
"IMPC_HIS_300_001",3
"IMPC_HIS_301_001",3
"IMPC_HIS_301_001",5
"IMPC_HIS_302_001",3
"IMPC_HIS_304_001",11
"IMPC_HIS_305_001",4
"IMPC_HIS_305_001",8
"IMPC_HIS_307_001",11
"IMPC_HIS_316_001",11
"IMPC_HIS_321_001",1
"IMPC_HIS_324_001",11
"IMPC_HIS_327_001",9
"IMPC_HIS_332_001",1
"IMPC_HIS_333_001",1
"IMPC_HIS_336_001",3
"IMPC_HIS_338_001",8
"IMPC_HIS_341_001",3
"IMPC_HIS_342_001",1
"IMPC_HIS_343_001",1
"IMPC_HIS_344_001",1
"IMPC_HIS_345_001",1
"IMPC_HIS_346_001",1
"IMPC_HIS_347_001",1
"IMPC_HIS_348_001",1
"IMPC_HIS_349_001",1
"IMPC_HIS_179_002",3
"IMPC_HIS_180_002",5
"IMPC_HIS_181_002",3
"IMPC_HIS_183_002",11
"IMPC_HIS_184_002",4
"IMPC_HIS_184_002",8
"IMPC_HIS_186_002",11
"IMPC_HIS_195_002",11
"IMPC_HIS_200_002",1
"IMPC_HIS_202_002",9
"IMPC_HIS_203_002",11
"IMPC_HIS_206_002",9
"IMPC_FOR_012_001",11
"IMPC_FOR_013_001",1
"IMPC_FOR_013_001",7
"IMPC_FOR_015_001",11
"IMPC_FOR_026_001",11
"IMPC_GPM_001_001",7
"IMPC_GPM_002_001",7
"IMPC_GPM_004_001",1
"IMPC_GPM_004_001",7
"IMPC_GPM_005_001",7
"IMPC_GPM_006_001",2
"IMPC_GPM_007_001",2
"IMPC_GPM_008_001",11
"IMPC_GPM_009_001",11
"IMPC_GPM_010_001",11
"IMPC_GPM_011_001",11
"IMPC_GPM_017_001",4
"IMPC_GPM_018_001",5
"IMPC_EYE_020_001",5
"IMPC_EYE_021_001",5
"IMPC_EYE_022_001",5
"IMPC_EML_007_001",1
"IMPC_EML_007_001",2
"IMPC_EML_007_001",7
"IMPC_EML_014_001",2
"IMPC_EML_004_001",11
"IMPC_EML_003_001",11
"IMPC_EML_008_001",11
"IMPC_EML_017_001",2
"IMPC_EML_001_001",9
"IMPC_EML_002_001",11
"IMPC_EML_011_001",4
"IMPC_EML_005_001",11
"IMPC_FEA_019_001",8
"IMPC_FEA_020_001",8
"IMPC_FEA_021_001",8
"IMPC_FEA_022_001",8
"IMPC_FEA_023_001",8
"IMPC_FEA_024_001",8
"IMPC_FEA_029_001",7
"IMPC_FEA_033_001",1
"IMPC_FEA_033_001",7
"IMPC_FEA_034_001",8
"IMPC_FEA_035_001",8
"IMPC_FEA_036_001",1
"IMPC_FEA_036_001",7
"IMPC_FEA_036_001",8
"IMPC_FEA_037_001",8
"IMPC_FEA_038_001",1
"IMPC_FEA_038_001",7
"IMPC_FEA_038_001",8
"IMPC_FEA_039_001",1
"IMPC_FEA_039_001",7
"IMPC_FEA_039_001",8
"IMPC_FEA_045_001",7
"IMPC_FEA_053_001",7
"IMPC_FEA_057_001",1
"IMPC_FEA_057_001",7
"IMPC_FEA_058_001",8
"IMPC_FEA_059_001",8
"IMPC_FEA_060_001",3
"IMPC_FEA_060_001",8
"IMPC_FEA_061_001",1
"IMPC_FEA_061_001",7
"IMPC_FEA_061_001",8
"IMPC_FEA_063_001",11
"IMPC_FEA_064_001",11
"IMPC_FEA_065_001",11
"IMPC_FEA_066_001",11
"IMPC_FEA_067_001",11
"IMPC_FEA_069_001",8
"IMPC_FEA_069_001",11
"IMPC_FEA_070_001",8
"IMPC_FEA_070_001",11
"IMPC_FEA_071_001",8
"IMPC_FEA_072_001",11
"IMPC_FEA_073_001",11
"IMPC_FEA_074_001",11
"IMPC_FEA_075_001",4
"IMPC_FEA_076_001",4
"IMPC_FEA_076_001",8
"IMPC_FEA_078_001",8
"IMPC_FEA_079_001",8
"IMPC_FEA_080_001",8
"IMPC_FEA_082_001",8
"IMPC_FEA_083_001",8
"IMPC_FEA_084_001",8
"IMPC_FEA_086_001",8
"IMPC_FEA_087_001",8
"IMPC_FEA_089_001",8
"IMPC_FEA_090_001",8
"IMPC_FEA_091_001",8
"IMPC_FEA_092_001",8
"IMPC_FEA_093_001",8
"IMPC_FEA_094_001",8
"IMPC_FEA_106_001",8
"IMPC_FEA_108_001",1
"IMPC_FEA_108_001",7
"IMPC_FEA_108_001",8
"IMPC_GPO_001_001",7
"IMPC_GPO_002_001",7
"IMPC_GPO_004_001",1
"IMPC_GPO_004_001",7
"IMPC_GPO_005_001",7
"IMPC_GPO_006_001",2
"IMPC_GPO_007_001",2
"IMPC_GPO_008_001",11
"IMPC_GPO_009_001",11
"IMPC_GPO_010_001",11
"IMPC_GPO_011_001",11
"IMPC_GPO_017_001",4
"IMPC_CAL_029_001",11
"IMPC_CAL_035_001",1
"IMPC_CAL_035_001",7
"IMPC_CAL_036_001",2
"IMPC_CAL_036_001",4
"IMPC_CAL_040_001",11
"IMPC_HIS_351_001",1
"IMPC_HIS_342_002",1
"IMPC_HIS_344_002",1
"IMPC_HIS_352_001",1
"IMPC_HIS_230_002",1
"IMPC_HIS_232_002",1
"IMPC_HIS_353_001",3
"IMPC_HIS_001_002",3
"IMPC_HIS_003_002",3
"IMPC_HIS_354_001",1
"IMPC_HIS_237_002",1
"IMPC_HIS_239_002",1
"IMPC_HIS_355_001",8
"IMPC_HIS_272_002",8
"IMPC_HIS_274_002",8
"IMPC_HIS_356_001",11
"IMPC_HIS_145_002",11
"IMPC_HIS_147_002",11
"IMPC_HIS_357_001",11
"IMPC_HIS_043_002",11
"IMPC_HIS_045_002",11
"IMPC_HIS_358_001",5
"IMPC_HIS_007_002",5
"IMPC_HIS_009_002",5
"IMPC_HIS_361_001",4
"IMPC_HIS_361_001",8
"IMPC_HIS_031_002",4
"IMPC_HIS_031_002",8
"IMPC_HIS_033_002",4
"IMPC_HIS_033_002",8
"IMPC_HIS_362_001",11
"IMPC_HIS_097_002",11
"IMPC_HIS_099_002",11
"IMPC_HIS_370_001",9
"IMPC_HIS_163_002",9
"IMPC_HIS_165_002",9
"IMPC_HIS_373_001",3
"IMPC_HIS_375_001",3
"IMPC_HIS_376_001",3
"IMPC_HIS_377_001",3
"IMPC_HIS_382_001",3
"IMPC_HIS_293_002",3
"IMPC_HIS_295_002",3
"IMPC_HIS_384_001",1
"IMPC_HIS_127_002",1
"IMPC_HIS_129_002",1
"IMPC_HIS_387_001",3
"IMPC_HIS_013_002",3
"IMPC_HIS_015_002",3
"IMPC_HIS_391_001",9
"IMPC_HIS_139_002",9
"IMPC_HIS_141_002",9
"IMPC_HIS_393_001",11
"IMPC_HIS_025_002",11
"IMPC_HIS_027_002",11
"IMPC_HIS_398_001",3
"IMPC_HIS_258_002",3
"IMPC_HIS_260_002",3
"IMPC_HIS_402_001",1
"IMPC_HIS_404_001",1
"IMPC_HIS_405_001",1
"IMPC_HIS_406_001",1
"IMPC_HIS_345_002",1
"IMPC_HIS_348_002",1
"IMPC_HIS_372_001",3
"IMPC_HIS_374_001",3
"IMPC_HIS_378_001",3
"IMPC_HIS_379_001",3
"IMPC_HIS_401_001",1
"IMPC_HIS_403_001",1
"IMPC_HIS_407_001",1
"IMPC_HIS_408_001",1
"IMPC_HIS_409_001",1
"IMPC_HIS_410_001",1
"IMPC_HIS_411_001",1
"IMPC_HIS_412_001",1
"IMPC_HIS_413_001",1
"IMPC_HIS_414_001",1
"IMPC_HIS_415_001",1
"IMPC_HIS_416_001",1
"IMPC_HIS_417_001",3
"IMPC_HIS_417_001",5
"IMPC_HIS_418_001",3
"IMPC_HIS_418_001",5
"IMPC_HIS_419_001",3
"IMPC_HIS_419_001",5
"IMPC_HIS_420_001",3
"IMPC_HIS_420_001",5
"IMPC_HIS_421_001",3
"IMPC_HIS_421_001",5
"IMPC_HIS_422_001",3
"IMPC_HIS_422_001",5
"IMPC_HIS_423_001",3
"IMPC_HIS_423_001",5
"IMPC_HIS_424_001",3
"IMPC_HIS_424_001",5
"IMPC_YMZ_016_001",1
"IMPC_YMZ_016_001",10
"IMPC_YMZ_017_001",11
"IMPC_YMZ_018_001",11
"IMPC_YMZ_020_001",11
"IMPC_YMZ_021_001",11
"IMPC_YMZ_022_001",11
"IMPC_YMZ_023_001",11
"IMPC_YMZ_024_001",11
"IMPC_YMZ_025_001",11
"IMPC_YMZ_026_001",11
"IMPC_YMZ_027_001",4
"IMPC_LDT_001_001",11
"IMPC_LDT_002_001",11
"IMPC_LDT_003_001",11
"IMPC_LDT_004_001",11
"IMPC_LDT_005_001",11
"IMPC_LDT_010_001",11
"IMPC_LDT_011_001",11
"IMPC_LDT_012_001",8
"IMPC_LDT_018_001",11
"IMPC_LDT_020_001",11
"IMPC_LDT_022_001",11
"IMPC_LDT_023_001",11
"IMPC_LDT_024_001",11
"IMPC_LDT_029_001",11
"IMPC_LDT_030_001",11
"IMPC_LDT_032_001",11
"IMPC_GPP_001_001",7
"IMPC_GPP_002_001",7
"IMPC_GPP_004_001",1
"IMPC_GPP_004_001",7
"IMPC_GPP_005_001",7
"IMPC_GPP_006_001",2
"IMPC_GPP_007_001",2
"IMPC_GPP_008_001",11
"IMPC_GPP_009_001",11
"IMPC_GPP_010_001",11
"IMPC_GPP_011_001",11
"IMPC_GPP_017_001",4
"IMPC_GPP_018_001",5
"IMPC_VIA_017_001",1
"IMPC_VIA_017_001",7
"IMPC_VIA_031_001",4
"IMPC_WEL_003_001",2
"IMPC_EOL_001_001",9
"IMPC_EOL_002_001",11
"IMPC_EOL_003_001",11
"IMPC_EOL_004_001",11
"IMPC_EOL_005_001",11
"IMPC_EOL_006_001",1
"IMPC_EOL_006_001",2
"IMPC_EOL_006_001",7
"IMPC_EOL_007_001",11
"IMPC_EOL_008_001",4
"IMPC_EOL_011_001",2
"IMPC_EOL_012_001",2
"IMPC_EMO_001_001",9
"IMPC_EMO_002_001",11
"IMPC_EMO_003_001",11
"IMPC_EMO_004_001",11
"IMPC_EMO_005_001",11
"IMPC_EMO_007_001",1
"IMPC_EMO_007_001",2
"IMPC_EMO_007_001",7
"IMPC_EMO_008_001",11
"IMPC_EMO_011_001",4
"IMPC_EMO_014_001",2
"IMPC_EMO_017_002",2
"IMPC_EMO_018_001",3
"IMPC_EMO_020_001",3
"IMPC_EMO_022_001",4
"IMPC_EMO_023_001",4
"IMPC_EMO_024_001",4
"IMPC_EMO_024_001",8
"IMPC_EMO_025_001",1
"IMPC_EMO_028_001",1
"IMPC_EMO_030_001",4
"IMPC_EMO_030_001",11
"IMPC_EMO_032_001",3
"IMPC_EMO_033_001",3
"IMPC_EMO_033_001",11
"IMPC_EMO_034_001",3
"IMPC_EMO_034_001",11
"IMPC_EMO_037_001",3
"IMPC_EMO_038_001",4
"IMPC_EMO_039_001",4
"IMPC_EMO_040_001",3
"IMPC_EMO_041_001",7
"IMPC_EMO_042_001",4
"IMPC_EMO_045_001",3
"IMPC_EMO_046_001",11
"IMPC_EMO_047_001",11
"IMPC_EMO_049_001",1
"IMPC_EMO_050_001",5
"IMPC_EMO_050_001",11
"IMPC_EMO_059_001",11
"IMPC_EMO_061_001",3
"IMPC_EMO_064_001",3
"IMPC_EMO_066_001",11
"IMPC_EMO_067_001",1
"IMPC_EMO_067_001",11
"IMPC_EMO_068_001",3
"IMPC_EMO_070_001",3
"IMPC_EMO_071_001",5
"IMPC_EMO_072_001",4
"IMPC_EMO_074_001",5
"IMPC_EMO_078_001",11
"IMPC_EMO_079_001",11
"IMPC_EMO_080_001",3
"IMPC_EMO_081_001",3
"IMPC_EMO_083_001",3
"IMPC_EMO_084_001",5
"IMPC_EMO_085_001",7
"IMPC_EMO_087_001",3
"IMPC_EMO_088_001",3
"IMPC_EMO_090_001",3
"IMPC_EMO_091_001",3
"IMPC_EMO_093_001",3
"IMPC_EMO_094_001",3
"IMPC_EMO_095_001",3
"IMPC_EMO_097_001",3
"IMPC_EMO_097_001",11
"IMPC_EMO_099_001",1
"IMPC_EMO_101_001",3
"IMPC_EMO_102_001",3
"IMPC_EMO_102_001",11
"IMPC_EMO_103_001",3
"IMPC_EMO_103_001",11
"IMPC_EMO_104_001",4
"IMPC_EMO_108_001",11
"IMPC_EMO_109_001",3
"IMPC_EMO_109_001",5
"IMPC_EMO_111_001",3
"IMPC_EMO_112_001",3
"IMPC_EMO_112_001",5
"IMPC_EMO_115_001",9
"IMPC_EMO_118_001",11
"IMPC_EMO_122_001",8
"IMPC_EMO_125_001",3
"IMPC_EMO_126_001",4
"IMPC_EMO_128_001",4
"IMPC_EMO_138_001",1
"IMPC_EMO_138_001",11
"IMPC_EMO_139_001",3
"IMPC_EMO_140_001",3
"IMPC_EMO_148_001",4
"IMPC_EMO_152_001",1
"IMPC_EMO_153_001",9
"IMPC_EMO_154_001",3
"IMPC_EMO_155_001",4
"IMPC_EMO_157_001",11
"IMPC_EMO_161_001",4
"IMPC_EMO_161_001",11
"IMPC_EMO_162_001",3
"IMPC_EMO_166_001",4
"IMPC_EMO_169_001",3
"IMPC_EMO_169_001",4
"IMPC_EMO_169_001",8
"IMPC_EMO_172_001",7
"IMPC_EMO_173_001",7
"IMPC_EMO_174_001",7
"IMPC_EMO_175_001",1
"IMPC_EMO_175_001",7
"IMPC_EMO_177_001",7
"IMPC_EMO_178_001",11
"IMPC_CBC_060_001",10
"IMPC_CBC_060_001",11
"IMPC_EMO_017_001",2
"IMPC_IMM_001_002",1
"IMPC_IMM_074_002",11
"IMPC_IMM_078_002",11
"IMPC_IMM_079_002",11
"IMPC_IMM_080_002",11
"IMPC_IMM_083_002",10
"IMPC_IMM_084_002",10
"IMPC_IMM_084_002",11
"IMPC_IMM_085_002",10
"IMPC_IMM_087_002",11
"IMPC_IMM_088_002",11
"IMPC_IMM_090_002",11
"IMPC_IMM_093_002",11
"IMPC_IMM_094_002",11
"IMPC_IMM_095_002",11
"IMPC_IMM_097_002",11
"IMPC_IMM_099_002",11
"IMPC_IMM_101_002",11
"IMPC_IMM_104_002",11
"IMPC_IMM_110_002",11
"IMPC_IMM_112_002",11
"IMPC_IMM_114_002",11
"IMPC_IMM_233_001",11
"IMPC_IMM_239_001",4
"IMPC_IMM_240_001",11
"IMPC_IMM_242_001",4
"IMPC_IMM_243_001",11
"IMPC_IMM_245_001",4
"IMPC_IMM_246_001",11
"IMPC_IMM_248_001",4
"IMPC_IMM_249_001",11
"IMPC_IMM_251_001",4
"IMPC_IMM_252_001",11
"IMPC_IMM_254_001",4
"IMPC_IMM_255_001",11
"IMPC_IMM_257_001",4
"IMPC_IMM_258_001",11
"IMPC_IMM_262_001",4
"IMPC_IMM_263_001",11
"IMPC_IMM_266_001",4
"IMPC_IMM_267_001",11
"IMPC_IMM_270_001",4
"IMPC_IMM_271_001",11
"IMPC_IMM_274_001",4
"IMPC_IMM_275_001",11
"IMPC_IMM_278_001",4
"IMPC_IMM_279_001",11
"IMPC_IMM_281_001",4
"IMPC_IMM_282_001",11
"IMPC_IMM_284_001",4
"IMPC_IMM_285_001",11
"IMPC_IMM_287_001",4
"IMPC_IMM_288_001",11
"IMPC_IMM_290_001",4
"IMPC_IMM_291_001",11
"IMPC_IMM_293_001",4
"IMPC_IMM_294_001",11
"IMPC_IMM_296_001",4
"IMPC_IMM_297_001",11
"IMPC_IMM_299_001",4
"IMPC_IMM_300_001",11
"IMPC_IMM_302_001",4
"IMPC_IMM_303_001",11
"IMPC_IMM_305_001",4
"IMPC_IMM_306_001",11
"IMPC_IMM_310_001",4
"IMPC_IMM_311_001",11
"IMPC_IMM_314_001",4
"IMPC_IMM_315_001",11
"IMPC_IMM_318_001",4
"IMPC_IMM_319_001",11
"IMPC_IMM_322_001",4
"IMPC_IMM_323_001",11
"IMPC_IMM_326_001",4
"IMPC_IMM_327_001",11
"IMPC_ELZ_001_001",9
"IMPC_ELZ_003_001",7
"IMPC_ELZ_004_001",8
"IMPC_ELZ_009_001",7
"IMPC_ELZ_030_001",4
"IMPC_ELZ_031_001",4
"IMPC_ELZ_032_001",4
"IMPC_ELZ_035_001",4
"IMPC_ELZ_035_001",9
"IMPC_ELZ_036_001",4
"IMPC_ELZ_036_001",8
"IMPC_ELZ_040_001",3
"IMPC_ELZ_040_001",4
"IMPC_ELZ_040_001",8
"IMPC_ELZ_041_001",4
"IMPC_ELZ_041_001",9
"IMPC_ELZ_042_001",3
"IMPC_ELZ_043_001",3
"IMPC_ELZ_044_001",3
"IMPC_ELZ_044_001",11
"IMPC_ELZ_045_001",3
"IMPC_ELZ_046_001",3
"IMPC_ELZ_047_001",3
"IMPC_ELZ_048_001",8
"IMPC_ELZ_049_001",8
"IMPC_ELZ_050_001",8
"IMPC_ELZ_051_001",5
"IMPC_ELZ_063_001",2
"IMPC_ELZ_064_001",2
"IMPC_ELZ_068_001",2
"IMPC_ELZ_068_001",11
"IMPC_ELZ_069_001",2
